metadata_column	enumeration	enumeration_description
in.county_and_puma	"G4001450, G40001301"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 40, the NHGIS county code is 145, the NHGIS PUMA code is 01301"
in.county_and_puma	"G4001450, G40001302"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 40, the NHGIS county code is 145, the NHGIS PUMA code is 01302"
in.county_and_puma	"G4001470, G40001601"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 40, the NHGIS county code is 147, the NHGIS PUMA code is 01601"
in.county_and_puma	"G4001490, G40000400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 40, the NHGIS county code is 149, the NHGIS PUMA code is 00400"
in.county_and_puma	"G4001510, G40000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 40, the NHGIS county code is 151, the NHGIS PUMA code is 00500"
in.county_and_puma	"G4001530, G40000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 40, the NHGIS county code is 153, the NHGIS PUMA code is 00500"
in.county_and_puma	"G4100010, G41000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 001, the NHGIS PUMA code is 00100"
in.county_and_puma	"G4100030, G41000600"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 003, the NHGIS PUMA code is 00600"
in.county_and_puma	"G4100050, G41001317"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 005, the NHGIS PUMA code is 01317"
in.county_and_puma	"G4100050, G41001318"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 005, the NHGIS PUMA code is 01318"
in.county_and_puma	"G4100050, G41001319"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 005, the NHGIS PUMA code is 01319"
in.county_and_puma	"G4100070, G41000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 007, the NHGIS PUMA code is 00500"
in.county_and_puma	"G4100090, G41000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 009, the NHGIS PUMA code is 00500"
in.county_and_puma	"G4100110, G41000800"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 011, the NHGIS PUMA code is 00800"
in.county_and_puma	"G4100130, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 013, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100150, G41000800"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 015, the NHGIS PUMA code is 00800"
in.county_and_puma	"G4100170, G41000400"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 017, the NHGIS PUMA code is 00400"
in.county_and_puma	"G4100190, G41001000"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 019, the NHGIS PUMA code is 01000"
in.county_and_puma	"G4100210, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 021, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100230, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 023, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100250, G41000300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 025, the NHGIS PUMA code is 00300"
in.county_and_puma	"G4100270, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 027, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100290, G41000901"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 029, the NHGIS PUMA code is 00901"
in.county_and_puma	"G4100290, G41000902"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 029, the NHGIS PUMA code is 00902"
in.county_and_puma	"G4100310, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 031, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100330, G41000800"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 033, the NHGIS PUMA code is 00800"
in.county_and_puma	"G4100350, G41000300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 035, the NHGIS PUMA code is 00300"
in.county_and_puma	"G4100370, G41000300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 037, the NHGIS PUMA code is 00300"
in.county_and_puma	"G4100390, G41000703"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 039, the NHGIS PUMA code is 00703"
in.county_and_puma	"G4100390, G41000704"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 039, the NHGIS PUMA code is 00704"
in.county_and_puma	"G4100390, G41000705"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 039, the NHGIS PUMA code is 00705"
in.county_and_puma	"G4100410, G41000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 041, the NHGIS PUMA code is 00500"
in.county_and_puma	"G4100430, G41000600"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 043, the NHGIS PUMA code is 00600"
in.county_and_puma	"G4100450, G41000300"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 045, the NHGIS PUMA code is 00300"
in.county_and_puma	"G4100470, G41001103"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 047, the NHGIS PUMA code is 01103"
in.county_and_puma	"G4100470, G41001104"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 047, the NHGIS PUMA code is 01104"
in.county_and_puma	"G4100470, G41001105"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 047, the NHGIS PUMA code is 01105"
in.county_and_puma	"G4100490, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 049, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100510, G41001301"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 051, the NHGIS PUMA code is 01301"
in.county_and_puma	"G4100510, G41001302"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 051, the NHGIS PUMA code is 01302"
in.county_and_puma	"G4100510, G41001303"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 051, the NHGIS PUMA code is 01303"
in.county_and_puma	"G4100510, G41001305"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 051, the NHGIS PUMA code is 01305"
in.county_and_puma	"G4100510, G41001314"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 051, the NHGIS PUMA code is 01314"
in.county_and_puma	"G4100510, G41001316"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 051, the NHGIS PUMA code is 01316"
in.county_and_puma	"G4100530, G41001200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 053, the NHGIS PUMA code is 01200"
in.county_and_puma	"G4100550, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 055, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100570, G41000500"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 057, the NHGIS PUMA code is 00500"
in.county_and_puma	"G4100590, G41000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 059, the NHGIS PUMA code is 00100"
in.county_and_puma	"G4100610, G41000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 061, the NHGIS PUMA code is 00100"
in.county_and_puma	"G4100630, G41000100"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 063, the NHGIS PUMA code is 00100"
in.county_and_puma	"G4100650, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 065, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100670, G41001320"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 067, the NHGIS PUMA code is 01320"
in.county_and_puma	"G4100670, G41001321"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 067, the NHGIS PUMA code is 01321"
in.county_and_puma	"G4100670, G41001322"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 067, the NHGIS PUMA code is 01322"
in.county_and_puma	"G4100670, G41001323"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 067, the NHGIS PUMA code is 01323"
in.county_and_puma	"G4100670, G41001324"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 067, the NHGIS PUMA code is 01324"
in.county_and_puma	"G4100690, G41000200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 069, the NHGIS PUMA code is 00200"
in.county_and_puma	"G4100710, G41001200"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 41, the NHGIS county code is 071, the NHGIS PUMA code is 01200"
in.county_and_puma	"G4200010, G42003701"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 001, the NHGIS PUMA code is 03701"
in.county_and_puma	"G4200030, G42001701"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01701"
in.county_and_puma	"G4200030, G42001702"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01702"
in.county_and_puma	"G4200030, G42001801"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01801"
in.county_and_puma	"G4200030, G42001802"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01802"
in.county_and_puma	"G4200030, G42001803"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01803"
in.county_and_puma	"G4200030, G42001804"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01804"
in.county_and_puma	"G4200030, G42001805"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01805"
in.county_and_puma	"G4200030, G42001806"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01806"
in.county_and_puma	"G4200030, G42001807"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 003, the NHGIS PUMA code is 01807"
in.county_and_puma	"G4200050, G42001900"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 005, the NHGIS PUMA code is 01900"
in.county_and_puma	"G4200070, G42001501"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 007, the NHGIS PUMA code is 01501"
in.county_and_puma	"G4200070, G42001502"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 007, the NHGIS PUMA code is 01502"
in.county_and_puma	"G4200090, G42003800"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 009, the NHGIS PUMA code is 03800"
in.county_and_puma	"G4200110, G42002701"	"GISJOIN identifier for each county and PUMA combination, the NHGIS state code is 42, the NHGIS county code is 011, the NHGIS PUMA code is 02701"
